,Model,Price,Year,Miles,Fuel,Transmission,EngineSize
12817,X5,55990,2017,10,Diesel,Automatic,3.0
12818,2 Series,21990,2017,10,Diesel,Manual,2.0
12819,2 Series,20990,2017,10,Petrol,Semiauto,1.5
12820,3 Series,26450,2019,3055,Diesel,Manual,2.0
12821,3 Series,26450,2019,3093,Diesel,Manual,2.0
12822,X1,20375,2017,28005,Diesel,Semiauto,2.0
12823,4 Series,23450,2019,11,Diesel,Semiauto,2.0
12824,5 Series,35790,2019,12,Diesel,Semiauto,3.0
12825,5 Series,35790,2019,12,Diesel,Semiauto,3.0
12826,X6,57990,2020,3955,Diesel,Semiauto,3.0
12827,X5,48490,2020,5656,Diesel,Semiauto,3.0
12828,1 Series,20975,2017,11932,Petrol,Semiauto,3.0
12829,3 Series,31440,2019,4675,Petrol,Semiauto,2.0
12830,3 Series,23975,2019,5749,Petrol,Semiauto,2.0
12831,X1,24775,2019,6786,Petrol,Manual,1.5
12832,X3,32975,2019,2715,Diesel,Semiauto,2.0
12833,5 Series,26990,2020,11,Petrol,Semiauto,2.0
12834,1 Series,16275,2018,12879,Petrol,Manual,1.5
12835,X2,27275,2019,5177,Diesel,Semiauto,2.0
12836,3 Series,24775,2019,3368,Diesel,Manual,2.0
12837,1 Series,9730,2015,26845,Diesel,Manual,1.5
12838,X1,17410,2016,32123,Diesel,Automatic,2.0
12839,X1,17207,2016,42761,Diesel,Automatic,2.0
12840,3 Series,11000,2014,69382,Diesel,Semiauto,3.0
12841,5 Series,10037,2013,77262,Diesel,Automatic,2.0
12842,2 Series,16419,2018,11198,Petrol,Manual,1.5
12843,3 Series,24775,2019,3758,Diesel,Manual,2.0
12844,3 Series,23990,2019,4026,Diesel,Manual,2.0
12845,3 Series,31390,2019,3097,Petrol,Semiauto,2.0
12846,X5,44790,2019,10776,Diesel,Semiauto,3.0
12847,1 Series,28975,2019,7110,Petrol,Semiauto,2.0
12848,3 Series,25975,2019,3119,Petrol,Semiauto,2.0
12849,X3,38975,2019,6436,Diesel,Semiauto,3.0
12850,3 Series,27975,2019,8856,Diesel,Semiauto,2.0
12851,X4,35480,2019,10395,Diesel,Semiauto,2.0
12852,2 Series,23990,2020,18,Diesel,Semiauto,2.0
12853,2 Series,21890,2020,12,Petrol,Semiauto,1.5
12854,4 Series,25980,2020,14,Diesel,Semiauto,2.0
12855,3 Series,9200,2013,83944,Diesel,Automatic,2.0
12856,3 Series,31275,2019,5494,Petrol,Semiauto,2.0
12857,3 Series,24275,2019,10361,Diesel,Semiauto,2.0
12858,4 Series,24775,2019,10535,Diesel,Semiauto,2.0
12859,5 Series,26275,2019,7585,Diesel,Semiauto,2.0
12860,5 Series,33775,2019,12900,Diesel,Semiauto,3.0
12861,5 Series,28975,2019,2013,Diesel,Semiauto,2.0
12862,X1,28790,2019,3911,Petrol,Semiauto,2.0
12863,4 Series,25775,2020,12,Diesel,Semiauto,2.0
12864,1 Series,10975,2014,38000,Diesel,Manual,2.0
12865,3 Series,25950,2019,3977,Petrol,Semiauto,2.0
12866,5 Series,26350,2019,8324,Diesel,Semiauto,2.0
12867,3 Series,30990,2020,3656,Diesel,Semiauto,2.0
12868,3 Series,27990,2020,6565,Petrol,Semiauto,2.0
12869,X2,28490,2020,6565,Diesel,Semiauto,2.0
12870,1 Series,25450,2020,6565,Diesel,Semiauto,2.0
12871,X1,25490,2020,5656,Diesel,Semiauto,2.0
12872,X2,23990,2020,15,Diesel,Manual,2.0
12873,X5,48975,2020,9998,Diesel,Semiauto,3.0
12874,2 Series,26475,2020,12,Diesel,Semiauto,2.0
12875,3 Series,26490,2020,14,Diesel,Semiauto,2.0
12876,3 Series,29975,2019,1254,Diesel,Manual,2.0
12877,3 Series,27275,2019,3377,Diesel,Manual,2.0
12878,2 Series,22275,2019,12,Petrol,Manual,1.5
12879,3 Series,28775,2019,5800,Diesel,Semiauto,2.0
12880,3 Series,24775,2019,3043,Diesel,Manual,2.0
12883,3 Series,24475,2018,10548,Petrol,Semiauto,2.0
12884,3 Series,24790,2018,12,Petrol,Semiauto,2.0
12885,3 Series,27490,2018,12,Diesel,Semiauto,2.0
12886,X1,25450,2019,6908,Petrol,Semiauto,1.5
12887,X3,34440,2019,11,Diesel,Semiauto,2.0
12888,X2,22980,2020,10,Petrol,Semiauto,1.5
12889,X2,34450,2020,14,Petrol,Semiauto,2.0
12890,5 Series,31450,2020,8,Hybrid,Semiauto,2.0
12891,5 Series,29950,2020,6,Hybrid,Semiauto,2.0
12892,X3,39990,2020,4773,Diesel,Semiauto,3.0
12893,3 Series,12475,2014,51122,Diesel,Manual,2.0
12894,2 Series,26490,2020,10,Diesel,Semiauto,2.0
12895,4 Series,22275,2018,18243,Petrol,Semiauto,2.0
12896,2 Series,23775,2019,34,Diesel,Manual,2.0
12897,2 Series,22775,2019,10,Diesel,Manual,2.0
12898,5 Series,31475,2019,12,Petrol,Semiauto,2.0
12899,4 Series,33975,2019,11,Diesel,Semiauto,3.0
12900,4 Series,24275,2019,13,Petrol,Semiauto,2.0
12901,4 Series,24275,2019,12,Petrol,Semiauto,2.0
12902,4 Series,23975,2019,13,Petrol,Semiauto,2.0
12903,X2,28990,2018,12,Diesel,Manual,2.0
12904,X3,39650,2018,12,Diesel,Semiauto,2.0
12905,5 Series,26350,2019,14345,Diesel,Semiauto,2.0
12906,X1,25999,2019,4575,Diesel,Semiauto,2.0
12907,X1,25999,2019,2974,Diesel,Semiauto,2.0
12908,4 Series,18475,2016,10545,Diesel,Semiauto,2.0
12909,4 Series,23475,2017,29819,Diesel,Semiauto,3.0
12910,X4,40775,2019,5450,Petrol,Semiauto,3.0
12912,3 Series,23980,2019,2760,Diesel,Semiauto,2.0
12913,1 Series,18450,2019,5882,Petrol,Semiauto,1.5
12914,X1,25450,2019,5863,Petrol,Semiauto,1.5
12915,5 Series,13775,2014,51716,Diesel,Semiauto,2.0
12916,2 Series,21775,2019,10570,Petrol,Semiauto,2.0
12917,5 Series,17970,2015,29060,Diesel,Semiauto,3.0
12918,2 Series,21775,2019,8878,Petrol,Semiauto,2.0
12919,X1,21975,2018,16719,Diesel,Semiauto,2.0
12920,X1,20975,2017,14063,Petrol,Semiauto,2.0
12921,3 Series,29990,2020,12,Petrol,Semiauto,2.0
12922,3 Series,23990,2020,5,Diesel,Manual,2.0
12923,5 Series,43990,2020,10,Petrol,Semiauto,3.0
12924,3 Series,23850,2020,23,Petrol,Semiauto,2.0
12925,X3,47440,2019,6570,Petrol,Semiauto,3.0
12926,3 Series,16799,2015,35365,Diesel,Semiauto,2.0
12927,3 Series,13275,2015,61062,Diesel,Manual,2.0
12928,3 Series,21275,2017,14714,Diesel,Semiauto,3.0
12929,3 Series,13975,2015,41655,Diesel,Manual,2.0
12930,X6,29890,2016,27838,Diesel,Semiauto,3.0
12931,1 Series,17975,2018,12800,Diesel,Manual,1.5
12932,3 Series,23990,2020,16,Diesel,Manual,2.0
12933,3 Series,24850,2020,10,Diesel,Semiauto,2.0
12934,4 Series,16475,2014,17500,Petrol,Semiauto,2.0
12935,X2,30990,2020,10,Petrol,Semiauto,1.5
12936,4 Series,38990,2020,9,Diesel,Semiauto,3.0
12937,5 Series,36990,2020,10,Diesel,Semiauto,3.0
12938,5 Series,32850,2020,12,Hybrid,Semiauto,2.0
12939,6 Series,21975,2016,28684,Diesel,Semiauto,3.0
12940,1 Series,18999,2019,12011,Diesel,Semiauto,2.0
12941,3 Series,28950,2019,5367,Diesel,Semiauto,2.0
12942,1 Series,16775,2018,10842,Diesel,Manual,2.0
12943,X5,46950,2019,8105,Diesel,Semiauto,3.0
12944,4 Series,23750,2019,9,Diesel,Semiauto,2.0
12945,4 Series,21975,2018,18165,Petrol,Semiauto,2.0
12946,5 Series,27875,2019,3905,Diesel,Semiauto,2.0
12947,3 Series,20440,2015,39000,Petrol,Semiauto,3.0
12948,7 Series,47975,2019,1075,Diesel,Semiauto,3.0
12949,5 Series,27998,2019,6865,Diesel,Semiauto,2.0
12950,1 Series,19498,2019,11602,Diesel,Semiauto,2.0
12951,3 Series,15498,2017,43678,Diesel,Semiauto,2.0
12952,3 Series,16410,2015,35219,Diesel,Automatic,3.0
12953,X6,20510,2013,63592,Diesel,Semiauto,3.0
12954,7 Series,13600,2014,78094,Diesel,Automatic,3.0
12955,2 Series,13991,2017,36045,Diesel,Manual,1.5
12956,1 Series,12111,2014,57617,Diesel,Semiauto,2.0
12957,3 Series,15030,2016,43482,Diesel,Semiauto,2.0
12958,3 Series,12791,2017,37676,Diesel,Manual,2.0
12959,5 Series,26691,2018,28869,Petrol,Automatic,3.0
12960,4 Series,17999,2016,30055,Diesel,Manual,2.0
12961,X1,10995,2013,26642,Petrol,Manual,2.0
12962,3 Series,31880,2019,5185,Diesel,Semiauto,3.0
12963,3 Series,20480,2016,22834,Diesel,Semiauto,3.0
12964,X5,24980,2016,68854,Diesel,Automatic,3.0
12965,3 Series,10480,2013,36494,Diesel,Manual,2.0
12966,3 Series,19490,2017,41816,Diesel,Semiauto,2.0
12967,X3,33980,2018,18327,Diesel,Semiauto,3.0
12968,X3,29480,2019,7164,Diesel,Automatic,2.0
12969,X3,22980,2016,46389,Diesel,Semiauto,2.0
12970,X1,20980,2017,16717,Diesel,Semiauto,2.0
12971,3 Series,30990,2019,1204,Diesel,Semiauto,2.0
12972,3 Series,27480,2019,11103,Diesel,Semiauto,2.0
12973,4 Series,24250,2019,110,Diesel,Semiauto,2.0
12974,2 Series,19975,2019,9503,Diesel,Semiauto,2.0
12975,5 Series,25990,2019,11114,Diesel,Semiauto,2.0
12976,3 Series,12480,2016,51379,Diesel,Manual,2.0
12977,X4,41980,2019,6747,Petrol,Semiauto,3.0
12978,4 Series,26990,2019,8722,Diesel,Semiauto,3.0
12979,2 Series,19880,2019,8556,Diesel,Automatic,2.0
12980,2 Series,19980,2019,11362,Petrol,Semiauto,1.5
12981,X1,25980,2020,19,Diesel,Semiauto,2.0
12983,1 Series,21490,2019,7314,Diesel,Automatic,2.0
12984,2 Series,22480,2019,6521,Diesel,Manual,2.0
12985,3 Series,27480,2019,5090,Petrol,Semiauto,2.0
12986,5 Series,26480,2019,8601,Petrol,Semiauto,2.0
12987,4 Series,24980,2019,6917,Diesel,Semiauto,2.0
12988,3 Series,26990,2019,7264,Diesel,Semiauto,2.0
12989,3 Series,27890,2019,1984,Diesel,Semiauto,2.0
12990,X1,24550,2019,3228,Petrol,Manual,1.5
12991,X5,44990,2018,5321,Diesel,Semiauto,3.0
12992,8 Series,63980,2018,3891,Petrol,Semiauto,4.4
12993,5 Series,27780,2019,12182,Diesel,Semiauto,2.0
12994,1 Series,18290,2017,21491,Petrol,Manual,3.0
12995,2 Series,22990,2019,682,Petrol,Semiauto,2.0
12996,1 Series,21450,2020,1905,Petrol,Manual,1.5
12997,X4,41850,2019,5789,Petrol,Automatic,3.0
12998,3 Series,37980,2019,3766,Petrol,Semiauto,3.0
12999,3 Series,27980,2019,5023,Petrol,Semiauto,2.0
13000,3 Series,37980,2019,5470,Petrol,Semiauto,3.0
13001,3 Series,24450,2019,3378,Diesel,Manual,2.0
13002,3 Series,24450,2019,2912,Diesel,Manual,2.0
13003,3 Series,23990,2019,4710,Diesel,Manual,2.0
13004,3 Series,26440,2019,102,Diesel,Manual,2.0
13005,X2,24990,2019,1702,Diesel,Semiauto,2.0
13006,X2,26790,2019,103,Diesel,Manual,2.0
13007,2 Series,20990,2019,1290,Petrol,Semiauto,1.5
13008,X3,41450,2019,5651,Diesel,Semiauto,3.0
13009,3 Series,23890,2018,17240,Diesel,Semiauto,3.0
13011,3 Series,24450,2019,3973,Diesel,Manual,2.0
13012,3 Series,24980,2019,6941,Petrol,Semiauto,2.0
13013,1 Series,11980,2016,41081,Diesel,Automatic,2.0
13014,X1,24480,2019,7895,Petrol,Semiauto,1.5
13015,1 Series,15480,2016,28883,Diesel,Automatic,2.0
13016,4 Series,25980,2019,5577,Diesel,Automatic,3.0
13017,1 Series,19980,2019,11303,Diesel,Automatic,2.0
13018,4 Series,22450,2019,115,Petrol,Manual,2.0
13019,4 Series,24450,2019,8128,Diesel,Semiauto,2.0
13020,2 Series,16890,2018,21688,Diesel,Semiauto,1.5
13021,2 Series,23450,2019,9683,Diesel,Semiauto,2.0
13022,7 Series,52990,2019,4884,Diesel,Semiauto,3.0
13023,X1,24550,2019,4957,Petrol,Manual,1.5
13024,5 Series,34990,2019,101,Diesel,Semiauto,3.0
13025,1 Series,20875,2019,4834,Diesel,Semiauto,2.0
13026,1 Series,23450,2020,1524,Petrol,Manual,1.5
13027,1 Series,25890,2020,1182,Diesel,Manual,2.0
13028,2 Series,13480,2016,16600,Diesel,Manual,2.0
13029,4 Series,32880,2019,5000,Petrol,Automatic,3.0
13030,3 Series,25350,2019,22095,Diesel,Semiauto,2.0
13031,3 Series,33875,2019,9389,Diesel,Semiauto,2.0
13032,2 Series,21945,2019,9408,Petrol,Semiauto,2.0
13033,1 Series,17980,2019,6756,Diesel,Manual,2.0
13034,1 Series,18975,2019,5650,Diesel,Manual,2.0
13035,1 Series,19875,2019,7044,Diesel,Semiauto,2.0
13036,1 Series,19475,2019,4168,Petrol,Manual,1.5
13037,1 Series,18990,2019,3423,Diesel,Manual,1.5
13038,1 Series,23450,2020,1054,Petrol,Manual,1.5
13039,4 Series,30990,2020,110,Petrol,Semiauto,3.0
13041,1 Series,13980,2017,19484,Diesel,Manual,1.5
13042,1 Series,19975,2019,5303,Diesel,Manual,2.0
13043,1 Series,18675,2019,3382,Diesel,Manual,1.5
13044,1 Series,17480,2019,5230,Diesel,Manual,2.0
13045,3 Series,28980,2019,6129,Diesel,Automatic,2.0
13046,1 Series,13980,2016,17533,Petrol,Semiauto,1.5
13047,2 Series,21980,2019,8494,Diesel,Manual,2.0
13048,X2,19240,2018,18440,Diesel,Manual,2.0
13049,3 Series,13980,2014,16376,Diesel,Manual,2.0
13050,5 Series,33980,2019,6000,Diesel,Automatic,3.0
13051,3 Series,27980,2019,5000,Diesel,Automatic,2.0
13052,7 Series,35480,2016,8814,Petrol,Automatic,4.4
13053,2 Series,23480,2019,112,Petrol,Semiauto,2.0
13054,5 Series,31875,2019,114,Petrol,Semiauto,2.0
13055,1 Series,20875,2019,5954,Diesel,Semiauto,2.0
13056,4 Series,33890,2019,10,Diesel,Semiauto,3.0
13057,4 Series,33880,2019,11,Diesel,Automatic,3.0
13058,4 Series,23990,2019,120,Diesel,Semiauto,2.0
13059,2 Series,21480,2019,11,Petrol,Semiauto,1.5
13060,X4,35480,2019,10755,Diesel,Semiauto,2.0
13061,3 Series,24690,2019,5246,Petrol,Semiauto,2.0
13062,3 Series,23980,2019,1051,Petrol,Semiauto,2.0
13063,3 Series,23980,2019,2480,Petrol,Semiauto,2.0
13064,2 Series,16698,2017,27201,Diesel,Automatic,2.0
13065,1 Series,13798,2014,50026,Petrol,Manual,3.0
13066,2 Series,20750,2019,110,Petrol,Manual,1.5
13067,2 Series,20450,2019,10,Petrol,Manual,1.5
13068,3 Series,11698,2014,21798,Diesel,Manual,2.0
13069,3 Series,18998,2016,33087,Diesel,Semiauto,3.0
13070,2 Series,14998,2017,38576,Diesel,Semiauto,1.5
13071,1 Series,21498,2017,18836,Petrol,Semiauto,3.0
13072,7 Series,30998,2017,22879,Petrol,Semiauto,3.0
13073,1 Series,18498,2016,38964,Petrol,Semiauto,3.0
13074,3 Series,24998,2019,11904,Diesel,Semiauto,2.0
13075,1 Series,19998,2019,7222,Petrol,Semiauto,2.0
13076,3 Series,24450,2019,8196,Diesel,Semiauto,2.0
13077,3 Series,22990,2019,1122,Diesel,Manual,2.0
13078,4 Series,27990,2019,9529,Diesel,Semiauto,2.0
13079,3 Series,28450,2019,1951,Diesel,Semiauto,2.0
13080,4 Series,25490,2019,3516,Petrol,Semiauto,2.0
13081,5 Series,33890,2019,2096,Diesel,Semiauto,3.0
13082,4 Series,26450,2019,2924,Petrol,Semiauto,2.0
13084,4 Series,24975,2019,11324,Diesel,Semiauto,2.0
13085,5 Series,26790,2019,10389,Diesel,Semiauto,2.0
13086,5 Series,26350,2019,11301,Diesel,Semiauto,2.0
13087,X1,25450,2019,7549,Petrol,Semiauto,1.5
13088,1 Series,13995,2017,39714,Diesel,Semiauto,2.0
13089,2 Series,21590,2019,10199,Petrol,Semiauto,2.0
13090,1 Series,16480,2017,21344,Diesel,Manual,2.0
13091,X1,21480,2019,7970,Petrol,Semiauto,1.5
13092,1 Series,23450,2020,2400,Petrol,Manual,1.5
13093,1 Series,12991,2014,71301,Petrol,Manual,3.0
13094,4 Series,11991,2014,50757,Petrol,Manual,2.0
13095,3 Series,13950,2014,31098,Diesel,Automatic,2.0
13096,5 Series,23775,2019,4447,Petrol,Semiauto,2.0
13097,1 Series,18875,2019,2406,Diesel,Semiauto,1.5
13098,X4,43990,2018,12,Diesel,Semiauto,2.0
13099,3 Series,24440,2019,12,Diesel,Semiauto,2.0
13100,3 Series,24440,2019,12,Diesel,Semiauto,2.0
13101,1 Series,29790,2019,12,Petrol,Semiauto,3.0
13102,1 Series,29880,2019,12,Petrol,Semiauto,3.0
13103,5 Series,30990,2018,12,Diesel,Semiauto,2.0
13104,1 Series,15980,2019,8359,Diesel,Manual,1.5
13105,2 Series,29975,2019,8027,Petrol,Semiauto,3.0
13106,4 Series,23775,2019,8293,Diesel,Manual,2.0
13107,5 Series,31775,2019,579,Diesel,Semiauto,2.0
13109,5 Series,26790,2019,6110,Diesel,Semiauto,2.0
13110,X1,21980,2018,10708,Diesel,Semiauto,2.0
13111,3 Series,32990,2020,1125,Diesel,Semiauto,2.0
13112,7 Series,48995,2019,7315,Diesel,Semiauto,3.0
13113,3 Series,27450,2019,6038,Petrol,Semiauto,2.0
13114,X3,33990,2019,2538,Diesel,Semiauto,2.0
13115,3 Series,17480,2019,20671,Petrol,Semiauto,1.5
13116,3 Series,17480,2019,22539,Petrol,Semiauto,1.5
13117,3 Series,21590,2019,20000,Petrol,Semiauto,2.0
13118,3 Series,21590,2019,23000,Petrol,Semiauto,2.0
13119,3 Series,21590,2019,23000,Petrol,Semiauto,2.0
13120,3 Series,21590,2019,23000,Petrol,Semiauto,2.0
13121,1 Series,23590,2020,1104,Diesel,Manual,2.0
13122,X1,20450,2017,25725,Diesel,Semiauto,2.0
13124,3 Series,23990,2019,8389,Petrol,Semiauto,2.0
13125,3 Series,13890,2016,45252,Diesel,Semiauto,2.0
13126,X5,46990,2019,2754,Diesel,Semiauto,3.0
13127,4 Series,24450,2019,10831,Diesel,Semiauto,2.0
13129,2 Series,11990,2014,35000,Diesel,Semiauto,2.0
13130,X3,17380,2017,64648,Diesel,Semiauto,2.0
13131,2 Series,20380,2018,4172,Petrol,Semiauto,2.0
13132,3 Series,21590,2019,26000,Petrol,Semiauto,2.0
13133,3 Series,21590,2019,27000,Petrol,Semiauto,2.0
13134,4 Series,19890,2019,22000,Petrol,Semiauto,2.0
13135,4 Series,20590,2018,17000,Petrol,Semiauto,2.0
13136,4 Series,20590,2018,17000,Petrol,Semiauto,2.0
13137,3 Series,26480,2019,6012,Diesel,Semiauto,2.0
13138,3 Series,25900,2019,6486,Petrol,Semiauto,2.0
13139,X1,10295,2013,63993,Diesel,Semiauto,2.0
13140,4 Series,15995,2015,47822,Diesel,Automatic,2.0
13141,X1,17998,2016,34813,Diesel,Semiauto,2.0
13142,1 Series,21498,2017,25630,Petrol,Semiauto,3.0
13143,6 Series,35980,2019,8004,Diesel,Semiauto,3.0
13144,X3,35980,2019,8088,Diesel,Semiauto,2.0
13145,5 Series,26220,2018,19504,Diesel,Semiauto,2.0
13146,X5,59993,2020,500,Diesel,Semiauto,3.0
13147,2 Series,28993,2020,500,Diesel,Semiauto,2.0
13148,X2,29993,2020,500,Petrol,Semiauto,2.0
13149,1 Series,20980,2019,2985,Petrol,Manual,1.5
13150,1 Series,20980,2019,6553,Petrol,Manual,1.5
13151,2 Series,12900,2017,47301,Diesel,Manual,1.5
13152,X1,14600,2017,39460,Diesel,Manual,2.0
13153,X1,14600,2017,41334,Diesel,Manual,2.0
13154,X3,29980,2019,6231,Diesel,Semiauto,2.0
13155,1 Series,15940,2019,7913,Petrol,Manual,1.5
13156,4 Series,31480,2019,7217,Diesel,Semiauto,3.0
13157,1 Series,16491,2015,27411,Petrol,Manual,3.0
13158,X2,30700,2019,14352,Petrol,Semiauto,2.0
13159,3 Series,20999,2017,27500,Diesel,Semiauto,3.0
13160,2 Series,32993,2020,500,Diesel,Semiauto,2.0
13161,X3,39993,2020,500,Diesel,Semiauto,2.0
13162,X4,48993,2020,500,Petrol,Semiauto,3.0
13164,2 Series,20450,2019,3422,Diesel,Semiauto,2.0
13165,3 Series,22480,2019,5567,Diesel,Manual,2.0
13166,3 Series,24475,2019,12991,Diesel,Semiauto,2.0
13167,7 Series,51990,2019,4279,Diesel,Semiauto,3.0
13168,X7,67990,2019,6331,Petrol,Semiauto,3.0
13169,4 Series,24940,2019,112,Petrol,Semiauto,2.0
13170,2 Series,23980,2019,110,Diesel,Manual,2.0
13171,3 Series,11430,2013,36578,Petrol,Semiauto,2.0
13172,1 Series,18998,2016,13857,Petrol,Manual,3.0
13173,3 Series,28998,2019,7441,Diesel,Manual,2.0
13174,3 Series,17998,2018,54762,Petrol,Semiauto,2.0
13175,X1,19998,2016,11927,Diesel,Semiauto,2.0
13176,3 Series,17480,2019,20410,Petrol,Semiauto,2.0
13177,4 Series,17980,2018,27120,Petrol,Semiauto,2.0
13178,4 Series,23290,2017,28893,Diesel,Semiauto,3.0
13179,5 Series,36993,2020,500,Hybrid,Semiauto,2.0
13180,5 Series,18656,2016,25695,Diesel,Semiauto,3.0
13181,X5,29570,2016,33541,Diesel,Automatic,3.0
13182,3 Series,20391,2016,27547,Diesel,Semiauto,3.0
13183,5 Series,22430,2017,11333,Diesel,Semiauto,2.0
13184,X1,19371,2017,21293,Diesel,Semiauto,2.0
13185,4 Series,24390,2019,6018,Petrol,Semiauto,2.0
13186,3 Series,22110,2018,26309,Diesel,Semiauto,3.0
13187,4 Series,26190,2019,7350,Petrol,Semiauto,2.0
13188,1 Series,20990,2017,17774,Petrol,Semiauto,3.0
13189,1 Series,17890,2016,26193,Petrol,Manual,3.0
13190,4 Series,23760,2017,17329,Diesel,Semiauto,3.0
13191,2 Series,22600,2019,3574,Diesel,Semiauto,2.0
13192,1 Series,24500,2019,4064,Diesel,Manual,1.5
13193,3 Series,15541,2015,79978,Diesel,Semiauto,3.0
13194,5 Series,34500,2019,1007,Hybrid,Semiauto,2.0
13195,1 Series,15291,2018,19062,Diesel,Semiauto,2.0
13196,1 Series,12741,2016,23114,Diesel,Manual,2.0
13197,1 Series,14991,2016,17236,Diesel,Semiauto,1.5
13198,5 Series,32250,2019,1400,Hybrid,Semiauto,2.0
13199,1 Series,18471,2017,8500,Petrol,Semiauto,2.0
13200,3 Series,22290,2017,19462,Diesel,Semiauto,3.0
13201,X7,74140,2019,3300,Diesel,Semiauto,3.0
13202,2 Series,18495,2019,4568,Diesel,Semiauto,2.0
13203,4 Series,22990,2017,29607,Diesel,Semiauto,3.0
13204,1 Series,26390,2019,3667,Petrol,Semiauto,1.5
13205,2 Series,23290,2019,2801,Petrol,Semiauto,2.0
13206,4 Series,30991,2019,4762,Petrol,Semiauto,3.0
13207,X3,33980,2019,1962,Diesel,Semiauto,2.0
13208,4 Series,24490,2019,7604,Diesel,Semiauto,2.0
13209,4 Series,25490,2019,6782,Petrol,Semiauto,2.0
13210,4 Series,27290,2019,4476,Diesel,Semiauto,2.0
13211,X1,30990,2019,7250,Diesel,Semiauto,2.0
13212,X2,27990,2019,4362,Petrol,Semiauto,2.0
13213,4 Series,20590,2018,30000,Petrol,Semiauto,2.0
13214,4 Series,20590,2018,16500,Petrol,Semiauto,2.0
13215,X4,37990,2019,9168,Diesel,Semiauto,3.0
13216,X4,35990,2019,3098,Diesel,Semiauto,2.0
13219,4 Series,31980,2019,10,Petrol,Automatic,2.0
13220,3 Series,25980,2019,3317,Diesel,Semiauto,2.0
13221,X5,51000,2019,3536,Petrol,Semiauto,3.0
13223,5 Series,28790,2019,5432,Diesel,Semiauto,2.0
13224,5 Series,26400,2019,4237,Petrol,Semiauto,2.0
13225,7 Series,52490,2019,3200,Diesel,Semiauto,3.0
13226,8 Series,59790,2019,1600,Petrol,Semiauto,3.0
13227,X1,17291,2015,29135,Diesel,Semiauto,2.0
13228,3 Series,12567,2015,24619,Diesel,Automatic,2.0
13229,3 Series,15460,2017,24628,Petrol,Semiauto,2.0
13230,1 Series,18951,2016,38478,Petrol,Semiauto,3.0
13231,5 Series,10270,2014,71302,Diesel,Automatic,2.0
13232,3 Series,9802,2015,61887,Diesel,Manual,2.0
13233,2 Series,16347,2018,11141,Petrol,Manual,1.5
13234,3 Series,17498,2016,28897,Diesel,Semiauto,3.0
13235,X5,27980,2016,31664,Diesel,Automatic,2.0
13236,X4,26491,2017,30485,Diesel,Semiauto,3.0
13237,4 Series,17340,2016,33011,Diesel,Semiauto,2.0
13238,3 Series,35230,2019,4602,Hybrid,Semiauto,2.0
13239,X6,37980,2018,11188,Diesel,Semiauto,3.0
13240,X3,41980,2019,6501,Diesel,Semiauto,3.0
13241,3 Series,29980,2019,8127,Diesel,Semiauto,2.0
13242,5 Series,30980,2019,3718,Diesel,Automatic,2.0
13243,X5,49980,2019,3951,Diesel,Automatic,3.0
13244,X1,25480,2019,5163,Petrol,Semiauto,2.0
13245,X2,28980,2019,1325,Petrol,Automatic,2.0
13246,5 Series,30980,2019,2420,Hybrid,Semiauto,2.0
13247,5 Series,30980,2019,2215,Hybrid,Semiauto,2.0
13248,4 Series,19480,2016,52783,Petrol,Semiauto,3.0
13249,X1,17980,2016,28322,Diesel,Semiauto,2.0
13250,1 Series,14990,2016,10937,Diesel,Manual,2.0
13251,X1,20991,2017,25839,Petrol,Semiauto,2.0
13252,1 Series,19290,2016,21132,Petrol,Semiauto,3.0
13253,2 Series,15690,2016,18586,Petrol,Semiauto,1.5
13254,X3,32660,2019,6962,Diesel,Semiauto,3.0
13256,1 Series,20980,2019,4630,Petrol,Manual,1.5
13257,2 Series,21980,2019,6258,Hybrid,Automatic,1.5
13258,1 Series,17980,2019,10672,Diesel,Semiauto,2.0
13259,X3,19980,2015,37790,Diesel,Semiauto,2.0
13260,7 Series,47980,2019,12038,Diesel,Semiauto,3.0
13261,X3,32980,2019,1961,Diesel,Semiauto,2.0
13262,5 Series,31480,2019,4659,Diesel,Semiauto,3.0
13263,X1,12680,2013,32543,Petrol,Manual,2.0
13264,1 Series,16480,2016,20308,Petrol,Semiauto,1.6
13265,X1,27980,2019,5845,Diesel,Semiauto,2.0
13266,3 Series,29480,2019,2802,Diesel,Manual,2.0
13267,5 Series,24480,2017,26971,Diesel,Semiauto,2.0
13268,2 Series,20980,2020,10,Petrol,Manual,1.5
13269,1 Series,14480,2016,37529,Diesel,Semiauto,1.5
13270,X4,36980,2019,2740,Diesel,Semiauto,2.0
13271,5 Series,31490,2019,2019,Petrol,Semiauto,2.0
13272,3 Series,27480,2019,9155,Petrol,Semiauto,2.0
13273,X1,26490,2019,9113,Diesel,Semiauto,2.0
13274,3 Series,31980,2020,10,Diesel,Semiauto,2.0
13275,X5,56980,2019,11449,Diesel,Semiauto,3.0
13277,X2,31980,2019,1151,Diesel,Semiauto,2.0
13278,6 Series,33980,2019,10813,Diesel,Semiauto,3.0
13279,3 Series,27480,2019,6113,Petrol,Semiauto,2.0
13280,X3,36490,2019,5277,Diesel,Automatic,3.0
13281,X5,47980,2019,8548,Diesel,Automatic,3.0
13282,1 Series,19480,2019,6993,Diesel,Automatic,2.0
13283,X5,46980,2019,5073,Diesel,Automatic,3.0
13284,4 Series,23480,2019,5738,Diesel,Automatic,2.0
